"weekWeekday" "no2_8" "no2_11" "weekWeekday:CO_10" "seasonFall" "seasonSpring" "seasonFall:Tem" "seasonWinter:Tem" "seasonSpring:Tem" "seasonFall:WS" "seasonSpring:WS" "ONI:seasonFall" "ONI:seasonWinter"
1 0.0221691113141187 0.24783456064853 0.810682514887505 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.275830516450977 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.245785064001379 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.424668281718654 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.21276595609521 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.169244038266817 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.04508068261094 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.0747664497892286 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.157302487259358 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.674289860007121 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 2.61745356972703 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.455745089159754 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.203893462189171 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 1.2749642630932 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.00786498932574933 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.290074053194814 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.375031714278007 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.318153740588756 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 3.38084958955331 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 0.913696376590411 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 -0.129390910205777 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 2.37445020043065 0 0 0 0 0 0 0 0 0
1 0.0221691113141187 0.24783456064853 1.46430258991028 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 0 0 0 0 0 0 0 0 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 -1.2567884245968 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 -0.0543605626107132 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 0.718531148378131 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 4.50220439138634 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 -0.677910948952048 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 0.575304473342875 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 0.169795298469075 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 0.414669031176262 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 0.0297338538213381 1 0 -1.33936002044971 0 0 -0.454153807945788 0 1.7 0
1 0.0221691113141187 0.24783456064853 -0.310528412837004 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.416132008493336 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.0768526243628212 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.583169848489249 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.00738566617775359 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.014914820643406 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.173128639196955 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.139390160748168 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 0.799676145585449 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -1.24671723700015 1 0 0.831075948137276 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.311679405705193 1 0 0.816155681447704 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.988822897471574 1 0 0.726634081310266 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.646258645076853 1 0 0.898217148240354 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.890757014895567 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.853456348171636 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.682874605696113 1 0 1.05487994848087 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.41749881252431 1 0 1.40799292680076 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.504614585235357 1 0 1.4030195045709 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -0.721648677943226 1 0 -0.377465653718117 0 0 -0.454153807945788 0 0.99 0
1 0.0221691113141187 0.24783456064853 -1.03730847204403 1 0 -1.2652215217477 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.368547680760521 0 0 -0.454153807945788 0 0.99 0
0 0.0221691113141187 0.24783456064853 0 1 0 -0.974276321301027 0 0 -0.454153807945788 0 0.39 0
1 0.0221691113141187 0.24783456064853 -1.19902297002457 1 0 0.196964613830434 0 0 -0.454153807945788 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.552452726319458 1 0 0.0776024803138524 0 0 -0.454153807945788 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.225067192373979 1 0 0.771394881378986 0 0 -0.454153807945788 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.168236919507152 1 0 0.644572614517616 0 0 -0.454153807945788 0 0.39 0
1 0.0221691113141187 0.24783456064853 2.19187395671418 1 0 0.721660659080409 0 0 -0.509880637744249 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.957898214998645 0 0 1.19359928818603 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.0668533738204302 1 0 0.960384926113574 0 0 0.842087557438514 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.557128634846476 1 0 1.37815239342161 0 0 2.32925257213955 0 0.39 0
1 0.0221691113141187 0.24783456064853 1.68874619920711 1 0 0.898217148240354 0 0 1.84254402187376 0 0.39 0
1 0.0221691113141187 0.24783456064853 2.36056634895812 1 0 0.761448036919269 0 0 -0.239486998707696 0 0.39 0
1 0.0221691113141187 0.24783456064853 -1.05148007173361 1 0 -0.113874275535664 0 0 2.11293766091031 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 -0.454153807945788 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 -0.61618992075128 0 0 -0.618038093358869 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.349302485084118 1 0 1.20656932649152 0 0 1.84254402187376 0 0.39 0
1 0.0221691113141187 0.24783456064853 1.75392117036831 1 0 0.878323459320924 0 0 0.733930101823893 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.018727484519282 1 0 0.398388214139666 0 0 -0.0772508152857644 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.80466403856135 1 0 -0.501801209464557 0 0 0.598733282305617 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.805215298763608 1 0 0.0825759025437098 0 0 -0.563959365551559 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.216858302749864 0 0 -1.51033710217949 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 1.00763243729722 0 0 1.24767801599334 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.375415635781154 1 0 1.47762083801876 0 0 1.13952056037872 0 0.39 0
1 0.0221691113141187 0.24783456064853 -1.03932270956336 1 0 -0.606243076291565 0 0 2.00478020529569 0 0.39 0
1 0.0221691113141187 0.24783456064853 -1.1970806695595 1 0 -0.526668320613844 0 0 1.35583547160796 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 0.256645680588725 0 0 -0.320605090418662 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 0.259132391703654 0 0 -0.374683818225972 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 -0.1859888978686 0 0 0.815048193534859 0 0.39 0
0 0.0221691113141187 0.24783456064853 0 1 0 -0.407306187097262 0 0 -0.0231720874784538 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.0988653629669338 1 0 1.03747297067637 0 0 1.11248119647507 0 0.39 0
1 0.0221691113141187 0.24783456064853 0.659686637991974 1 0 0.661979592322118 0 0 1.0313631047641 0 0.39 0
1 0.0221691113141187 0.24783456064853 -0.0988176621445094 1 0 1.19413577091688 0 0 0.139064095943477 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.462219424043316 1 0 0.405848347484453 0 0 0.274260915461754 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.74198262806748 1 0 0.194477902715505 0 0 -0.482841273840594 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.910650703814997 0 0 -0.699156185069835 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.440662303093456 0 0 1.32879610770431 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.835932420933399 1 0 1.36571883784697 0 0 0.652812010112927 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.20108791707296 1 0 -0.606243076291565 0 0 1.13952056037872 0 0.05 0
1 0.0221691113141187 0.24783456064853 -0.690859618719173 1 0 -0.780312854336581 0 0 0.571693918401962 0 0.05 0
1 0.0221691113141187 0.24783456064853 -0.534828148025316 1 0 -1.33936002044971 0 0 -0.212447634804041 0 0.05 0
1 0.0221691113141187 0.24783456064853 -0.199529538111038 1 0 -1.12845241042661 0 0 -0.915471096299077 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 -1.33936002044971 0 0 0.760969465727549 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 -2.02615512291591 0 0 -0.374683818225972 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.510143620886704 1 0 -1.29506205512684 0 0 1.95070147748838 0 0.05 0
1 0.0221691113141187 0.24783456064853 -1.29491506335556 1 0 -0.504287920579485 0 0 1.13952056037872 0 0.05 0
1 0.0221691113141187 0.24783456064853 2.60961243081249 1 0 -0.297890898040396 0 0 0.193142823750788 0 0.05 0
1 0.0221691113141187 0.24783456064853 1.05627561813731 1 0 -0.141228097799881 0 0 -0.618038093358869 0 0.05 0
1 0.0221691113141187 0.24783456064853 -0.544899335621969 1 0 -0.176042053408884 0 0 0.40945773498003 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 0.393414791909809 0 0 0.517615190594651 0 0.05 0
0 0.0221691113141187 0.24783456064853 0 1 0 -0.133767964455095 0 0 -0.618038093358869 0 0.05 0
1 0.0221691113141187 0.24783456064853 0.712128750548831 1 0 -0.315297875844897 0 0 -0.645077457262525 0 0.05 0
1 0.0221691113141187 0.24783456064853 -0.314556887875665 0 0 0 -0.837507209979943 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 -0.342972024309079 0 0 0 -1.96398734504269 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 0.135912945911764 0 0 0 -0.0417596532027297 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 -0.634748716394965 0 0 0 -0.690791254199144 0 0 0 0 0.05
0 0.0221691113141187 0.24783456064853 0 0 0 0 -1.33936002044971 0 0 0 0 0.05
0 0.0221691113141187 0.24783456064853 0 0 0 0 -1.19310689941476 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 -1.43929129979271 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 0.398051571641785 0 0 0 -0.6783576986245 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 0.0503078513402147 0 0 0 -0.832533787750085 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 0.435962399237757 0 0 0 -0.33021814253447 0 0 0 0 0.05
1 0.0221691113141187 0.24783456064853 -0.840129006312421 0 0 0 -0.0914938755013054 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 -1.33936002044971 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 0.04030181358992 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.81221742925884 0 0 0 -0.377465653718117 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.181017478933916 0 0 0 -0.148688231144668 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.180034596406088 0 0 0 -0.10392743107595 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.130301855679343 0 0 0 0.666953014551976 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.813728107398338 0 0 0 -0.835020498865015 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 -0.481907520545126 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 0.182044347140861 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 0.219345013864794 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 0.53515732546075 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 0.808695548102917 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 0.0651689247392082 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.510143620886704 0 0 0 -1.33936002044971 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 -1.33936002044971 0 0 0 0 -0.44
0 0.0221691113141187 0.24783456064853 0 0 0 0 -1.33936002044971 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.500082550816863 0 0 0 -1.91176641162918 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.772436238252061 0 0 0 -0.825073654405299 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 0.763060184966189 0 0 0 -0.496827787234699 0 0 0 0 -0.44
1 0.0221691113141187 0.24783456064853 -0.163992633305706 0 0 0 -0.471960676085411 0 0 0 0 -0.44
1 -0.558636927211024 -0.385249484317841 -0.89307467824911 0 0 0 -0.735552054267862 0 0 0 0 -0.44
0 -0.0974955464406723 -1.24360845322149 0 0 0 0 -1.94658036723818 0 0 0 0 -0.44
0 -0.684663143073729 -2.14098373889348 0 0 0 0 -0.743012187612649 0 0 0 0 -0.44
1 0.16458169791018 0.267264778876939 -0.325059697797889 0 0 0 0.234265280554366 0 0 0 0 -0.44
1 0.923603225265107 0.109854121570157 0.301871730093751 0 0 0 -0.0442463643176589 0 0 0 0 -0.44
1 0.166013813999529 0.555178288822677 -0.563171347404467 0 0 0 0.622192214483257 0 0 0 0 -0.44
1 -1.97356762348776 -2.23516105523088 -0.988894834525836 0 0 0 -0.902161698968092 0 0 0 0 -0.44
1 -0.0130006971690861 0.167705901605983 -0.908397270806874 0 0 0 -0.59878294294678 0 0 0 0 -0.44
0 2.10939534724601 0.0748739755019831 0 0 0 0 -2.02615512291591 0 0 0 0 -0.44
0 -0.654588705197402 0.24783456064853 0 0 0 0 -0.902161698968092 0 0 0 0 -0.44
1 -0.068853224653694 0.124653414137461 -0.224347821831361 0 0 0 -0.479420809430197 0 0 0 0 -0.63
1 -0.183422511801607 -1.34182194025905 0.211878475212231 0 0 0 0.773881592493914 0 0 0 0 -0.63
1 -1.79168888014044 3.68051980099066 -0.70107468042435 0 0 0 -0.372492231488259 0 0 0 0 -0.63
1 1.78573711105316 1.90729547338093 0.789101398608963 0 0 0 -0.979249743530884 0 0 0 0 -0.63
1 -0.598736177712794 0.0385484392004181 0.662564120162446 0 0 0 -0.402332764867404 0 0 0 0 -0.63
0 -1.46230217959019 -1.11041482011575 0 0 0 0 -0.0964672977311629 0 0 0 0 -0.63
0 -1.33484384763814 -1.30280562349071 0 0 0 0 0.935517814964285 0 0 0 0 -0.63
1 -1.79168888014044 2.40239907926893 -0.387357186788613 0 0 0 -0.076573608811733 0 0 0 0 -0.63
1 -0.296559682860172 0.600921556757981 0.510143620886704 0 0 0 0.803722125873059 0 0 0 0 -0.63
1 -0.499920167547718 1.42430037959346 -0.359013987409462 0 0 0 0.0452752358197783 0 0 0 0 -0.63
1 -1.7172188434943 -1.75485674191018 -1.07234181746953 0 0 0 -1.48902552209129 0 0 0 0 -0.63
1 -1.5124262427174 1.93689405851554 -0.969687641037933 0 0 0 -0.648517165245355 0 0 0 0 -0.63
0 -1.3806715624973 -1.44676237846358 0 0 0 0 -0.3501118314539 0 0 0 0 -0.63
0 -1.57687146673811 -1.88939576524931 0 0 0 0 0.497856658736818 0 0 0 0 -0.63
1 0.572734783374622 0.0721831950352006 0.34287585102298 0 0 0 0.428228747518812 0 0 0 0 -0.63
1 0.556981506391784 0.578049922790328 0.236337073661245 0 0 0 1.18418892645716 0 0 0 0 -0.63
1 3.75632884999727 0.879417335069979 0.493727853809987 0 0 0 0.274052658393227 0 0 0 0 -0.63
1 -0.23354657492882 0.0721831950352006 3.66593613559285 0 0 0 0.567484569954824 0 0 0 0 -0.63
1 0.730267553203003 -2.40871639533835 0.373521036138509 0 0 0 -0.220802853477602 0 0 0 0 -0.63
0 -1.3190905706553 -1.61762693810427 0 0 0 0 -1.33936002044971 0 0 0 0 -0.63
0 -1.47662334048368 -2.2163255919634 0 0 0 0 1.25381683767517 0 0 0 0 -0.63
1 -2.08240844627827 -2.14905608029383 0.510143620886704 0 0 0 -1.77251058919317 0 0 0 0 -0.63
1 0.352188905614888 4.07471913937431 -0.455049954848973 0 0 0 -1.498972366551 0 0 0 0 -0.63
1 0.127346679587108 -2.61456110104722 0.981964641084865 0 0 0 -0.827560365520228 0 0 0 0 -0.63
1 -0.551476346764279 -0.106753706005842 0.141380162035661 0 0 0 -0.362545387028544 0 0 0 0 -0.63
1 0.178902858803669 -0.401394167118536 0.149005489787413 0 0 0 -0.0840337421565196 0 0 0 0 -0.63
0 0.0221691113141187 -1.46694323196444 0 0 0 0 -0.0616533421221605 0 0 0 0 -0.63
0 0.0221691113141187 -1.99030003275366 0 0 0 0 -0.20588258678803 0 0 0 0 -0.63
1 -0.0330503224199711 -0.70545235986497 1.33812499673507 0 0 0 0.0278682580152767 0 0 0 0 -0.63
1 -0.242139271464913 -0.0139217799018426 -0.609067188023499 0 0 0 0.43071545863374 0 0 0 0 -0.63
1 0.0221691113141187 -0.500953044389493 -0.159172850670165 0 0 0 -0.335191564764327 0 0 0 0 -0.63
1 -0.355276442523478 3.31591904774162 -0.287724366636012 0 0 0 -0.0914938755013054 0 0 0 0 -0.65
1 -0.174829815265514 -0.868244578105317 -0.113636695322441 0 0 0 0.107443013692998 0 0 0 0 -0.65
0 0.0221691113141187 -1.77638298564444 0 0 0 0 -0.280483920235894 0 0 0 0 -0.65
0 0.0221691113141187 -2.41275256603853 0 0 0 0 -0.0740868976968038 0 0 0 0 -0.65
1 -0.667477750001542 -0.257437412145667 0.510143620886704 0 0 0 -0.243183253511962 0 0 0 0 -0.65
1 -0.688959491341776 -0.346233167549493 -0.184278882607535 0 0 0 0.187017769370719 0 0 0 0 -0.65
1 -2.1096186519759 -2.29570361573348 -1.02212975359479 0 0 0 0.0701423469690657 0 0 0 0 -0.65
1 0.0221691113141187 -0.409466508518884 -0.129175099042991 0 0 0 0.174584213796075 0 0 0 0 -0.65
1 -0.819282055472527 -0.642219018895578 -0.051123395168932 0 0 0 0.264105813933512 0 0 0 0 -0.65
0 0.0221691113141187 -1.8449978875474 0 0 0 0 0.0900360358884965 0 0 0 0 -0.65
0 0.0221691113141187 0.24783456064853 0 0 0 0 0.279026080623084 0 0 0 0 -0.65
1 0.0221691113141187 -0.640873628662187 0.510143620886704 0 0 0 0.460555992012886 0 0 0 0 -0.65
1 0.810466054206542 -0.963767284676099 -0.0318442646267679 0 0 0 0.0900360358884965 0 0 0 0 -0.65
1 -0.701848536145916 -0.0690827794708858 -0.502168725390456 0 0 0 -1.33936002044971 0 0 0 0 -0.65
1 -0.726194509664848 0.0439300001339832 -0.296788435472999 0 0 0 -1.33936002044971 0 0 0 0 -0.65
1 0.128778795676457 -0.957040333509142 -0.742222675462103 0 0 0 -1.33936002044971 0 0 0 0 -0.65
0 0.0221691113141187 1.24401808831902 0 0 0 0 -1.33936002044971 0 0 0 0 -0.65
