"weeksábado" "weeksexta" "weekterça" "no2_11" "weeksábado:no_7" "weeksábado:no_9" "weeksegunda:no_9" "weekquarta:no_10" "weekterça:no_10" "weekquarta:no_11" "weekquinta:no_11" "weekquinta:no_12" "weeksegunda:no_12" "weekquinta:no_13" "weeksábado:no_13" "weeksegunda:no_13" "weekterça:no_13" "weekquinta:no2_7" "weekquarta:no2_8" "weeksegunda:no2_8" "weekquinta:no2_9" "weekterça:no2_9" "weekquinta:no2_10" "weeksegunda:no2_10" "weekquarta:no2_11" "weeksábado:no2_11" "weeksegunda:no2_11" "weeksábado:no2_12" "weekquarta:no2_13" "weeksegunda:no2_13" "weeksábado:CO_7" "weekquarta:CO_8" "weekquinta:CO_8" "weeksábado:CO_8" "weeksábado:CO_9" "weeksegunda:CO_9" "weeksexta:CO_9" "weekterça:CO_9" "weekquinta:CO_10" "weeksábado:CO_10" "weeksexta:CO_10" "weekquarta:CO_11" "weeksegunda:CO_11" "weeksábado:CO_12" "weeksegunda:CO_12" "weekquarta:CO_13" "weekquinta:CO_13" "weeksábado:CO_13" "weeksexta:CO_13" "seasonFall" "seasonSpring" "seasonFall:Tem" "seasonWinter:Tem" "seasonSpring:Tem" "seasonFall:WS" "seasonWinter:WS" "seasonSpring:WS" "ONI:seasonFall" "ONI:seasonWinter" "ONI:seasonSpring"
0 0 0 -0.466271070448143 0 0 0 0 0 0 -0.572215555372671 -0.56546940846881 0 -0.559061225732971 0 0 0 0.0368650846774207 0 0 -0.939574034070576 0 -0.470788087620489 0 0 0 0 0 0 0 0 0 -0.562596395838377 0 0 0 0 0 -0.538706954436563 0 0 0 0 0 0 0 -0.486476569034163 0 0 1 0 0.344119720892787 0 0 -0.193781103572976 0 0 0.1 0 0
0 1 0 -0.664671609146632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0620553079755392 0 0 0 -0.290781743860589 0 0 0 0 0 0 0 -0.838564627760049 1 0 -0.762104151246729 0 0 -0.363377628308646 0 0 0.1 0 0
1 0 0 -0.27413581191908 -0.882607658431594 -1.31731230625032 0 0 0 0 0 0 0 0 2.39076851451352 0 0 0 0 0 0 0 0 0 0 -0.27413581191908 0 2.8682541643785 0 0 -1.10644697961994 0 0 -1.48662636313924 -0.929263700690861 0 0 0 0 -1.52430331477888 0 0 0 -0.0380041284439004 0 0 0 0.0113155762372711 0 1 0 -0.390340390937547 0 0 0.597669345193482 0 0 0.1 0 0
0 0 0 -0.76700451858059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -2.01945150318673 0 0 -0.448175890676481 0 0 0.1 0 0
0 0 0 0.267810922736267 0 0 0.172483880282053 0 0 0 0 0 0.653086382952589 0 0 1.14583152532685 0 0 0 1.32827989184894 0 0 0 0.897983562083543 0 0 0.267810922736267 0 0 1.30901885235257 0 0 0 0 0 0.147178945283327 0 0 0 0 0 0 0.282979097154234 0 1.00693068010853 0 0 0 0 1 0 -0.949497266199324 0 0 -0.84390111505971 0 0 0.1 0 0
0 0 1 0.0349513431059351 0 0 0 0 -0.766906633629121 0 0 0 0 0 0 0 -0.884832162424333 0 0 0 0 0.134354770070991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.614132428898354 0 0 0 0 0 0 0 0 0 0 0 1 0 0.192996241092306 0 0 -1.14069503334713 0 0 0.1 0 0
0 0 0 2.27270057695258 0 0 0 -0.611201726467888 0 1.34426322866664 0 0 0 0 0 0 0 0 1.70572306514531 0 0 0 0 0 2.27270057695258 0 0 0 -0.598014503072237 0 0 0.693744336478746 0 0 0 0 0 0 0 0 0 -0.122943075259839 0 0 0 -0.748785273971608 0 0 0 1 0 0.0025806565437015 0 0 -0.886300246243627 0 0 0.1 0 0
0 0 0 -0.233411490817811 0 0 0 0 0 0 -0.827453690912918 -0.519803609579251 0 -0.58515271951832 0 0 0 0.907796765916124 0 0 1.24498896884143 0 -0.109268665190354 0 0 0 0 0 0 0 0 0 3.03844082350694 0 0 0 0 0 -0.619660709540693 0 0 0 0 0 0 0 -0.666913946164532 0 0 1 0 -0.396385330129567 0 0 -0.702570677779985 0 0 0.1 0 0
0 1 0 0.842128271600315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.306320591807319 0 0 0 -0.00616027240193728 0 0 0 0 0 0 0 -0.274200342201043 1 0 -0.801396255994854 0 0 -0.914566333699572 0 0 0.1 0 0
1 0 0 0.129974759008896 1.94885711396179 -0.0182264367826558 0 0 0 0 0 0 0 0 -0.182598243972931 0 0 0 0 0 0 0 0 0 0 0.129974759008896 0 0.0840054461639988 0 0 1.43274129467442 0 0 1.22550911478531 0.166344472879378 0 0 0 0 -0.355295019136374 0 0 0 -0.126050558788533 0 0 0 0.516137077936585 0 1 0 -1.32730596570052 0 0 -0.320978497124728 0 0 0.1 0 0
0 0 0 -0.83070153363642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1.09457580680779 0 0 -1.32442460181077 0 0 0.1 0 0
0 0 0 0.786784963437052 0 0 1.34750551122913 0 0 0 0 0 0.690740638177313 0 0 0.452543261887573 0 0 0 2.21006523636028 0 0 0 0.741097774991221 0 0 0.786784963437052 0 0 1.20565913435835 0 0 0 0 0 1.36990152870419 0 0 0 0 0 0 0.950625349719539 0 0.921832359472798 0 0 0 0 1 0 -0.196902336792933 0 0 -0.532974153044315 0 0 0.1 0 0
0 0 1 0.797227097052762 0 0 0 0 0.246557259136298 0 0 0 0 0 0 0 0.460743445648683 0 0 0 0 -0.0515402930494348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.356540122566009 0 0 0 0 0 0 0 0 0 0 0 1 0 -0.130408005680722 0 0 0.640068476377399 0 0 0.1 0 0
0 0 0 0.249015082227989 0 0 0 0.392127527369876 0 0.45663094974317 0 0 0 0 0 0 0 0 0.164496774185139 0 0 0 0 0 0.249015082227989 0 0 0 0.959830615885626 0 0 0.583405678265655 0 0 0 0 0 0 0 0 0 -0.296279305878223 0 0 0 0.392709848894099 0 0 0 1 0 -0.127385536084711 0 0 0.965128482120766 0 0 0.1 0 0
0 0 0 0.169193252666932 0 0 0 0 0 0 -0.0942071700161139 -0.10562043642878 0 -0.119245874324104 0 0 0 -0.00418893396682781 0 0 0.163955894771696 0 0.49894797317481 0 0 0 0 0 0 0 0 0 -0.378173209967924 0 0 0 0 0 -0.1973415483805 0 0 0 0 0 0 0 -0.0134837728126434 0 0 0 0 0 0.301805146548652 0 0 0.300875426906061 0 0 0.1 0
0 1 0 0.577942291122853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.202750588374359 0 0 0 -0.103068923542015 0 0 0 0 0 0 0 1.18744061679915 0 0 0 0.0267604133117778 0 0 0.795531957385097 0 0 0.1 0
1 0 0 -0.0945311137288682 -0.902763693051447 -1.23733701199738 0 0 0 0 0 0 0 0 -1.10847353772733 0 0 0 0 0 0 0 0 0 0 -0.0945311137288682 0 -0.443855988629394 0 0 -1.04946675316791 0 0 -1.21094860330785 -0.860407417771276 0 0 0 0 -0.838381523459565 0 0 0 -1.16032681685494 0 0 0 -1.07203229676546 0 0 0 0 -1.35753066166062 0 0 0.187811077082281 0 0 0.1 0
0 0 0 0.570632797591856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.499149296393893 0 0 0.0182145523466108 0 0 0.1 0
0 0 0 0.705336321234515 0 0 -0.933841023550315 0 0 0 0 0 -0.969251209176493 0 0 -1.00112567758189 0 0 0 0.28597273800466 0 0 0 1.64717003812587 0 0 0.705336321234515 0 0 -0.98631182202348 0 0 0 0 0 -0.325168809343832 0 0 0 0 0 0 -0.646131653037978 0 -0.804059097417936 0 0 0 0 0 0 0 -0.351048286189423 0 0 -0.914566333699572 0 0 0.1 0
0 0 1 -0.0318783120346086 0 0 0 0 -1.06541781658912 0 0 0 0 0 0 0 -0.807303152319295 0 0 0 0 0.414973432233671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.392311617941916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.73533936116182 0 0 -0.320978497124728 0 0 0.1 0
0 0 0 -0.103929033983007 0 0 0 -0.834163782876281 0 -0.970422131095256 0 0 0 0 0 0 0 0 0.682938834057736 0 0 0 0 0 -0.103929033983007 0 0 0 0.703759242476533 0 0 0.110300533560134 0 0 0 0 0 0 0 0 0 -0.572929381178174 0 0 0 -0.394267952362557 0 0 0 0 0 0 -1.32126102650851 0 0 -0.928699377427545 0 0 0.1 0
0 0 0 -0.26369367830337 0 0 0 0 0 0 -0.623087761081724 -0.48295050872101 0 -0.521787663182472 0 0 0 0.403418822572498 0 0 0.444574556934376 0 -0.67769543001761 0 0 0 0 0 0 0 0 0 2.0049729217335 0 0 0 0 0 -0.315130302593708 0 0 0 0 0 0 0 -0.408481724551286 0 0 0 0 0 -0.245261850329086 0 0 -1.19722720825902 0 0 0.1 0
0 1 0 -0.252207331326089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.404877096299591 0 0 0 -0.426953313071736 0 0 0 0 0 0 0 -0.749560570636448 0 0 0 -0.0367114482044231 0 0 -0.61777241541215 0 0 0.1 0
1 0 0 0.0955157180770527 1.56085344752963 -0.403748368053249 0 0 0 0 0 0 0 0 -0.401766791769865 0 0 0 0 0 0 0 0 0 0 0.0955157180770527 0 0.510016066080745 0 0 0.609430637840554 0 0 0.338127344676655 -0.430769597157831 0 0 0 0 0.0459359316110891 0 0 0 0.751012079609064 0 0 0 -0.306400997014054 0 0 0 0 -0.233171971945048 0 0 -0.575373284228233 0 0 0.1 0
0 0 0 -1.04998633956633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.120456970788076 0 0 -0.872167202515655 0 0 0.28 0
0 0 0 0.905825286656146 0 0 0.916869311405592 0 0 0 0 0 1.01440700223665 0 0 0.999719160128899 0 0 0 0.80658401151689 0 0 0 0.874109637960798 0 0 0.905825286656146 0 0 0.408578786583142 0 0 0 0 0 0.0219049337780185 0 0 0 0 0 0 0.858992718632621 0 0.552128063093306 0 0 0 0 0 0 0 -0.163655171236827 0 0 -0.236180234756894 0 0 0.28 0
0 0 1 0.262589855928412 0 0 0 0 0.613246922155059 0 0 0 0 0 0 0 0.823787944890543 0 0 0 0 0.486016131515363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.229975791482655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0336889786084141 0 0 -0.603639371684178 0 0 0.28 0
0 0 0 0.3962491662095 0 0 0 0.136918892555312 0 0.816244817686473 0 0 0 0 0 0 0 0 1.30224932817333 0 0 0 0 0 0.3962491662095 0 0 0 0.421615147411241 0 0 1.50073651274643 0 0 0 0 0 0 0 0 0 0.677284951604739 0 0 0 0.278947984939948 0 0 0 0 0 0 -0.44474484366572 0 0 -0.108982841205141 0 0 0.28 0
0 0 0 0.301225750306539 0 0 0 0 0 0 0.340852826405326 0.446388556399847 0 0.360104826762335 0 0 0 0.548085364461755 0 0 0.853070077804101 0 0.696760487334695 0 0 0 0 0 0 0 0 0 1.29041751933617 0 0 0 0 0 -0.0321043207386509 0 0 0 0 0 0 0 0.301741706886237 0 0 0 0 0 -0.0578687353764904 0 0 -0.419909803220536 0 0 0.28 0
0 1 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13042497413976 0 0 0 0.506338735917955 0 0 0 0 0 0 0 0.871688128432089 0 0 0 -0.650272776194373 0 0 -0.0524506662932513 0 0 0.28 0
1 0 0 0.0234649961286542 3.46147589384254 -0.147417296729717 0 0 0 0 0 0 0 0 -0.152779393932532 0 0 0 0 0 0 0 0 0 0 0.0234649961286542 0 0.0653980857538423 0 0 2.97989680097292 0 0 1.14129144504715 -0.402148229787571 0 0 0 0 -0.0629042069993483 0 0 0 0.0511194958328301 0 0 0 0.00123671959435424 0 0 0 0 -0.0215991002243759 0 0 0.103012814714446 0 0 0.28 0
0 0 0 -0.670936889316058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.145520353660769 0 0 -0.165515016117031 0 0 0.28 0
0 0 0 -0.816082546574426 0 0 -1.20657728343855 0 0 0 0 0 -1.01571816243254 0 0 -1.04436301014047 0 0 0 -0.734642279443275 0 0 0 -0.726580131792754 0 0 -0.816082546574426 0 0 -1.12878062250199 0 0 0 0 0 -1.32634550919578 0 0 0 0 0 0 -1.32331756337225 0 -1.37128674429369 0 0 0 0 0 0 0 -1.08550839801976 0 0 1.60111544987953 0 0 0.28 0
0 0 1 0.615533972139409 0 0 0 0 -1.19624679183702 0 0 0 0 0 0 0 2.6054642348044 0 0 0 0 -0.154552207007887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.761279755171837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.556576218718076 0 0 -0.0383176225652791 0 0 0.28 0
0 0 0 1.91140275384901 0 0 0 0.0401791573367946 0 0.995174644663142 0 0 0 0 0 0 0 0 1.71982295380293 0 0 0 0 0 1.91140275384901 0 0 0 2.0316057096815 0 0 0.276990720789197 0 0 0 0 0 0 0 0 0 1.08567315799991 0 0 0 0.935624260059206 0 0 0 0 0 0 0.132546849172114 0 0 -0.0524506662932513 0 0 0.28 0
0 0 0 1.05201515727608 0 0 0 0 0 0 0.770635253947323 0.516890140650394 0 1.00642840138799 0 0 0 1.01629667233307 0 0 1.55757684568087 0 1.42207303925427 0 0 0 0 0 0 0 0 0 2.02186149186816 0 0 0 0 0 1.17568130918253 0 0 0 0 0 0 0 0.570046039365109 0 0 0 0 0 0.47710838311721 0 0 0.555270214009565 0 0 0.28 0
0 1 0 1.37572129936309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.553843517586275 0 0 0 2.43688115626752 0 0 0 0 0 0 0 -0.330280134291118 0 0 0 -0.0790260225485577 0 0 0.35740760181795 0 0 0.28 0
1 0 0 3.2511284967446 -0.853747881589532 -0.377089936635602 0 0 0 0 0 0 0 0 2.00685082024338 0 0 0 0 0 0 0 0 0 0 3.2511284967446 0 3.61842458933535 0 0 -0.706550062631787 0 0 -0.90616620761108 -0.80602047356659 0 0 0 0 -0.402951599904615 0 0 0 -0.109779260972107 0 0 0 -0.493557611906366 0 0 0 0 -0.647250306598363 0 0 -1.07002981470727 0 0 0.28 0
0 0 0 2.91384758095717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.302688772653269 0 0 0.315008470634033 0 0 0.28 0
0 0 0 1.2170008684043 0 0 -1.37575579051209 0 0 0 0 0 -1.16553402896495 0 0 -1.14425615777581 0 0 0 0.957344359471474 0 0 0 1.0639641774131 0 0 1.2170008684043 0 0 0.936551400121163 0 0 0 0 0 -0.0927709217387458 0 0 0 0 0 0 0.683709619081796 0 1.01373401020599 0 0 0 0 0 0 0 -2.04967619914682 0 0 0.230210208266198 0 0 0.28 0
0 0 1 2.18080980113433 0 0 0 0 -0.316375866754312 0 0 0 0 0 0 0 -0.956397402521291 0 0 0 0 2.41482541701328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07242600051968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.52981142863317 0 0 -1.28202547062686 0 0 0.28 0
0 0 0 1.96779027537385 0 0 0 -0.464710127422705 0 -0.4739795719345 0 0 0 0 0 0 0 0 1.36949495100199 0 0 0 0 0 1.96779027537385 0 0 0 1.8928615837253 0 0 1.1481031683348 0 0 0 0 0 0 0 0 0 0.791046992890409 0 0 0 0.583898006443579 0 0 0 0 0 0 0.0569851092718743 0 0 0.837931088569014 0 0 0.28 0
0 0 0 0.105957851692763 0 0 0 0 0 0 -1.31249385913889 -1.20238712982319 0 -1.0987824114642 0 0 0 0.369207140368957 0 0 0.450494781874517 0 0.247703343121163 0 0 0 0 0 0 0 0 0 0.00626694153064784 0 0 0 0 0 -0.105913057183205 0 0 0 0 0 0 0 -0.336069016055254 0 0 0 0 0 -1.67186749964562 0 0 0.0323475960745836 0 0 0.28 0
0 1 0 2.46065898203536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0483685927434258 0 0 0 0.576332171136522 0 0 0 0 0 0 0 -0.892008411189669 0 0 0 -0.928339979027258 0 0 -0.914566333699572 0 0 0.28 0
1 0 0 0.262589855928412 -0.276094253052393 -0.0725686239032449 0 0 0 0 0 0 0 0 -0.287709690365338 0 0 0 0 0 0 0 0 0 0 0.262589855928412 0 0.244616346546404 0 0 0.0629603154949306 0 0 -0.369109677328992 -0.0944843960602469 0 0 0 0 0.00299645054043216 0 0 0 -0.194820887190362 0 0 0 -0.0972776432846151 0 0 0 0 0.183928832304278 0 0 0.00408150861863867 0 0 0.28 0
0 0 0 -0.532056512227116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.93954623130668 0 0 -0.264446322212839 0 0 0.28 0
0 0 0 0.930886407333849 0 0 0.928147878543828 0 0 0 0 0 -0.682437945975401 0 0 0.17671889901388 0 0 0 1.67318486055079 0 0 0 0.625138714966461 0 0 0.930886407333849 0 0 1.75318628913852 0 0 0 0 0 0.187858094916004 0 0 0 0 0 0 0.357479281635666 0 -0.208994491560071 0 0 0 0 0 0 0 1.27806282605976 0 0 -0.391643715764591 0 0 0.28 0
0 0 1 0.739795362166357 0 0 0 0 0.216153342353336 0 0 0 0 0 0 0 0.302703540434567 0 0 0 0 0.482463996551278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.276683832246539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0237379437157688 0 0 0.512871082825647 0 0 0.28 0
0 0 0 0.993539209028109 0 0 0 0.0586057735688931 0 0.223320489077515 0 0 0 0 0 0 0 0 0.681854227237919 0 0 0 0 0 0.993539209028109 0 0 0 0.897442317636865 0 0 0.385359045819912 0 0 0 0 0 0 0 0 0 0.117495237896698 0 0 0 0.356787770089858 0 0 0 0 0 0 0.452928626349132 0 0 0.724866738745234 0 0 0.28 0
0 0 0 0.676098347110527 0 0 0 0 0 0 0.161922999428658 0.156370675732821 0 0.230392829086598 0 0 0 1.07299031712751 0 0 0.506144896311842 0 0.0271537583681871 0 0 0 0 0 0 0 0 0 1.69912091659487 0 0 0 0 0 -0.661975868592553 0 0 0 0 0 0 0 0.352704540988369 0 0 0 0 0 0.283670328972595 0 0 -0.0383176225652791 0 0 0.28 0
0 1 0 0.554969597168291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.561310955651458 0 0 0 -0.633118317501449 0 0 0 0 0 0 0 0.388213128238029 0 0 0 0.365277008064854 0 0 1.10645891940049 0 0 0.28 0
1 0 0 1.16374598696418 1.99466628355236 -1.06713318063855 0 0 0 0 0 0 0 0 -0.98919813756573 0 0 0 0 0 0 0 0 0 0 1.16374598696418 0 1.14952166333508 0 0 1.05968905283498 0 0 2.13383271186094 0.342768865982092 0 0 0 0 0.754680161173128 0 0 0 -0.722759302753285 0 0 0 -0.771165504363315 0 0 0 0 -0.103205779316635 0 0 -0.264446322212839 0 0 0.28 0
0 0 0 -0.438077309685726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.348025816593413 0 0 0.272609339450116 0 0 0.28 0
0 0 0 0.770077549651916 0 0 1.11885819560854 0 0 0 0 0 0.551339778409185 0 0 0.679911993445617 0 0 0 1.80333767892885 0 0 0 1.09124866212481 0 0 0.770077549651916 0 0 1.07063968292447 0 0 0 0 0 0.0526840095531325 0 0 0 0 0 0 -0.187124854399331 0 0.0727200688922667 0 0 0 0 0 0 0 0.16881648432423 0 0 -0.123115884933114 0 0 0.28 0
0 0 1 -0.199996663247539 0 0 0 0 -0.116447080636043 0 0 0 0 0 0 0 1.42687418695762 0 0 0 0 1.35984133268017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.19398483169674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.20338471226413 0 0 -0.222047191028921 0 0 0.28 0
0 0 0 -1.59402150094482 0 0 0 -1.03685656142936 0 -1.1879446658512 0 0 0 0 0 0 0 0 0.312003301680272 0 0 0 0 0 -1.59402150094482 0 0 0 -1.24610786995489 0 0 0.0448854719052299 0 0 0 0 0 0 0 0 0 -1.3904196459104 0 0 0 -0.619362417387694 0 0 0 0 0 0 -1.13386791155591 0 0 -0.264446322212839 0 0 0.41 0
0 0 0 -1.5334571259737 0 0 0 0 0 0 -1.20110127077596 -0.936403880150669 0 -0.787175428542025 0 0 0 0.718166298845071 0 0 0.457599051802686 0 -0.202490654622024 0 0 0 0 0 0 0 0 0 0.662106415093155 0 0 0 0 0 0.224283921647695 0 0 0 0 0 0 0 -0.676217506142609 0 0 0 0 0 -0.317801120633316 0 0 -1.14069503334713 0 0 0.41 0
0 1 0 -1.13770026193829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.640955780595309 0 0 0 0.299341302129845 0 0 0 0 0 0 0 -0.53480339447584 0 0 0 -0.157610232044808 0 0 -0.462308934404453 0 0 0.41 0
1 0 0 0.11326734522376 0.111909413379769 -0.257126995256188 0 0 0 0 0 0 0 0 -0.119233187637083 0 0 0 0 0 0 0 0 0 0 0.11326734522376 0 -0.114799509797149 0 0 0.394747188923937 0 0 0.0647013941965605 0.171802205903418 0 0 0 0 -0.342947316986815 0 0 0 0.106226469622259 0 0 0 -0.0110129677101136 0 0 0 0 -1.37510292738299 0 0 -1.09743446557055 0 0 0.41 0
0 0 0 -0.615593581152795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.37510292738299 0 0 -1.09743446557055 0 0 0.41 0
0 0 0 -0.576957686774668 0 0 -1.31833763053561 0 0 0 0 0 -1.0709978137199 0 0 -1.01752604510411 0 0 0 -0.442883044912463 0 0 0 -1.05967821598153 0 0 -0.576957686774668 0 0 -0.67157682488794 0 0 0 0 0 -0.899944251189618 0 0 0 0 0 0 -0.998385138547745 0 -0.976240043301162 0 0 0 0 0 0 0 -0.638182897810335 0 0 0.625935432649427 0 0 0.41 0
0 0 1 0.169193252666932 0 0 0 0 -0.0814521893207704 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0.126727070870692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.344017026880345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.360115694977451 0 0 -0.419909803220536 0 0 0.41 0
0 0 0 0.169193252666932 0 0 0 -0.0814521893207704 0 -0.0942071700161139 0 0 0 0 0 0 0 0 -0.0203658559504979 0 0 0 0 0 0.169193252666932 0 0 0 0.207965890468526 0 0 0.0209599975477994 0 0 0 0 0 0 0 0 0 0.0610360388558917 0 0 0 -1.05724997368918 0 0 0 0 0 0 -0.583778445082162 0 0 -0.942832421155517 0 0 0.41 0
0 0 0 0.169193252666932 0 0 0 0 0 0 -0.0942071700161139 -0.10562043642878 0 -0.119245874324104 0 0 0 -0.237260484811884 0 0 0.126727070870692 0 0.15852620040437 0 0 0 0 0 0 0 0 0 0.979555238390923 0 0 0 0 0 -1.27062046780732 0 0 0 0 0 0 0 -1.06283210967602 0 0 0 0 0 -0.777216499226777 0 0 0.0182145523466108 0 0 0.41 0
0 1 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.562347427181873 0 0 0 0.129386974790411 0 0 0 0 0 0 0 -0.0702456329038695 0 0 0 -0.423587556493653 0 0 -0.61777241541215 0 0 0.41 0
1 0 0 0.169193252666932 -0.417194291353936 -0.102320477499314 0 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0 0 0 0 0 0 0.169193252666932 0 0.199134014379128 0 0 0.0842585701583777 0 0 0.533021444030595 1.838378100605 0 0 0 0 -1.41865415537563 0 0 0 -0.989563231408688 0 0 0 -0.947674711725162 0 0 0 0 -0.275486546289183 0 0 -0.56124024050026 0 0 0.41 0
0 0 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.653295245790383 0 0 0.442205864185785 0 0 0.41 0
0 0 0 0.169193252666932 0 0 -0.102320477499314 0 0 0 0 0 -0.10562043642878 0 0 -0.119245874324104 0 0 0 -0.0203658559504979 0 0 0 0.15852620040437 0 0 0.169193252666932 0 0 0.207965890468526 0 0 0 0 0 0.798616497513314 0 0 0 0 0 0 -1.10643636429825 0 -0.398580623609299 0 0 0 0 0 0 0 -0.51728411396995 0 0 -0.886300246243627 0 0 0.41 0
0 0 1 -0.265782105026512 0 0 0 0 0.714593311431601 0 0 0 0 0 0 0 0.126026853945201 0 0 0 0 1.24498896884143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.97155578522444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.638182897810335 0 0 -0.094849797477169 0 0 0.41 0
0 0 0 -0.475668990702282 0 0 0 -0.438912864697767 0 -0.352061699631771 0 0 0 0 0 0 0 0 -0.553512940533812 0 0 0 0 0 -0.475668990702282 0 0 0 -1.25541955626067 0 0 -0.477083935723231 0 0 0 0 0 0 0 0 0 -0.155131308276207 0 0 0 -0.607784653859421 0 0 0 0 0 0 -0.955542205391344 0 0 0.131278902170391 0 0 0.41 0
0 0 0 -0.824436253466994 0 0 0 0 0 0 -0.422230259230464 -1.0854185923166 0 -1.10996448022935 0 0 0 1.17073798056619 0 0 -1.84892058487623 0 -0.799338757690643 0 0 0 0 0 0 0 0 0 -0.0997369836812149 0 0 0 0 0 -0.980171990839892 0 0 0 0 0 0 0 -0.559819633528002 0 0 0 0 0 -0.656317715386392 0 0 -0.236180234756894 0 0 0.41 0
0 1 0 -1.79137782628174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.04057606957653 0 0 0 -1.42982258260079 0 0 0 0 0 0 0 -1.20889800133183 0 0 0 -0.683519941750479 0 0 0.541137170281592 0 0 0.41 0
