"weeksábado" "weeksexta" "weekterça" "no2_11" "weeksábado:no_7" "weeksábado:no_9" "weeksegunda:no_9" "weekquarta:no_10" "weekterça:no_10" "weekquarta:no_11" "weekquinta:no_11" "weekquinta:no_12" "weeksegunda:no_12" "weekquinta:no_13" "weeksábado:no_13" "weeksegunda:no_13" "weekterça:no_13" "weekquinta:no2_7" "weekquarta:no2_8" "weeksegunda:no2_8" "weekquinta:no2_9" "weekterça:no2_9" "weekquinta:no2_10" "weeksegunda:no2_10" "weekquarta:no2_11" "weeksábado:no2_11" "weeksegunda:no2_11" "weeksábado:no2_12" "weekquarta:no2_13" "weeksegunda:no2_13" "weeksábado:CO_7" "weekquarta:CO_8" "weekquinta:CO_8" "weeksábado:CO_8" "weeksábado:CO_9" "weeksegunda:CO_9" "weeksexta:CO_9" "weekterça:CO_9" "weekquinta:CO_10" "weeksábado:CO_10" "weeksexta:CO_10" "weekquarta:CO_11" "weeksegunda:CO_11" "weeksábado:CO_12" "weeksegunda:CO_12" "weekquarta:CO_13" "weekquinta:CO_13" "weeksábado:CO_13" "weeksexta:CO_13" "seasonFall" "seasonSpring" "seasonFall:Tem" "seasonWinter:Tem" "seasonSpring:Tem" "seasonFall:WS" "seasonWinter:WS" "seasonSpring:WS" "ONI:seasonFall" "ONI:seasonWinter" "ONI:seasonSpring"
0 1 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.258237466121367 0 0 0 0.06363867018585 0 0 0 0 0 0 0 0.65982539315355 0 0 0 -1.13386791155591 0 0 -0.108982841205141 0 0 -0.7 0
1 0 0 0.046437690083216 -0.36358976697039 -0.510382093723839 0 0 0 0 0 0 0 0 -0.337656264183007 0 0 0 0 0 0 0 0 0 0 0.046437690083216 0 0.186835595799075 0 0 -0.405379430281486 0 0 -0.625027810102825 -0.247364382745297 0 0 0 0 -0.0708122859041218 0 0 0 0.123404878118346 0 0 0 -0.0150445103672801 0 0 0 0 -0.390340390937547 0 0 0.201944120810253 0 0 -0.7 0
0 0 0 -0.309639066212494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.446883687157113 0 0 -1.02763068352335 0 0 -0.7 0
0 0 0 1.47700999543548 0 0 -1.0240695606562 0 0 0 0 0 -1.13749362613803 0 0 -0.918378368719782 0 0 0 3.03436641942131 0 0 0 3.52866262970408 0 0 1.47700999543548 0 0 -0.784248229187941 0 0 0 0 0 0.548893480657494 0 0 0 0 0 0 1.79647500523433 0 -0.295170006127902 0 0 0 0 0 0 0 -0.299666303057259 0 0 -0.278579365940811 0 0 -0.7 0
0 0 1 0.761723842759348 0 0 0 0 0.574551028067652 0 0 0 0 0 0 0 0.686621234704706 0 0 0 0 1.08987907540974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8206378156452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.450789782857739 0 0 0.640068476377399 0 0 -0.7 0
0 0 0 0.433840847226056 0 0 0 0.187592087193583 0 0.00755216831153272 0 0 0 0 0 0 0 0 0.325018583518077 0 0 0 0 0 0.433840847226056 0 0 0 0.841572199802154 0 0 0.364417218852937 0 0 0 0 0 0 0 0 0 0.489541890886287 0 0 0 0.679672987773447 0 0 0 0 0 0 0.214153528264374 0 0 1.50218414378372 0 0 -0.7 0
0 0 0 0.469344101519469 0 0 0 0 0 0 0.15753746445374 0.206042246454797 0 0.801423807360244 0 0 0 0.785612186617765 0 0 0.877935022552693 0 0.968468480922123 0 0 0 0 0 0 0 0 0 0.570739250664662 0 0 0 0 0 0.604634769322028 0 0 0 0 0 0 0 0.785113334191652 0 0 0 0 0 0.00862559573572058 0 0 0.710733695017262 0 0 -0.7 0
0 1 0 0.415045006717778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.246623917942303 0 0 0 0.459514584508111 0 0 0 0 0 0 0 0.534020587672222 0 0 0 0.295760207356633 0 0 0.880330219752931 0 0 -0.7 0
1 0 0 0.0380839831906482 -0.306328304982172 -0.367862018067955 0 0 0 0 0 0 0 0 -0.259381782826959 0 0 0 0 0 0 0 0 0 0 0.0380839831906482 0 -0.0677914413925429 0 0 -0.342039308339673 0 0 -0.453045870898237 0.0434820178265522 0 0 0 0 0.31890339205218 0 0 0 0.126182904574809 0 0 0 0.460677523178383 0 0 0 0 0.791445221102208 0 0 1.4597850125998 0 0 -0.7 0
0 0 0 -1.46558325747159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.52420392572033 0 0 1.53045023123967 0 0 -0.7 0
0 0 0 -0.842187880613701 0 0 -0.759535895050313 0 0 0 0 0 -0.93880734325012 0 0 -0.915396483715742 0 0 0 1.05170515279557 0 0 0 0.0123746624826786 0 0 -0.842187880613701 0 0 -0.259069121541656 0 0 0 0 0 0.786431791227084 0 0 0 0 0 0 -0.0948432670015988 0 -0.392457626521585 0 0 0 0 0 0 0 -1.77765393550596 0 0 0.216077164538226 0 0 -0.7 0
0 0 1 0.761723842759348 0 0 0 0 -0.0814521893207704 0 0 0 0 0 0 0 -0.930305908735941 0 0 0 0 0.0325269011005663 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.35844928818656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.63862033408951 0 0 -1.21136025198699 0 0 -0.7 0
0 0 0 0.608224478608412 0 0 0 0.41516079766 0 0.332081756455489 0 0 0 0 0 0 0 0 0.446494547337598 0 0 0 0 0 0.608224478608412 0 0 0 0.552909924322813 0 0 0.0506838809847953 0 0 0 0 0 0 0 0 0 0.440805271944166 0 0 0 0.490914093107133 0 0 0 0 0 0 -0.230149502349038 0 0 0.300875426906061 0 0 -0.7 0
0 0 0 0.535129543298442 0 0 0 0 0 0 0.87764230733533 0.161177601931722 0 0.00824239628562423 0 0 0 0.868697700540649 0 0 0.93240109200199 0 0.72063441145744 0 0 0 0 0 0 0 0 0 1.06039519410215 0 0 0 0 0 0.496280214503989 0 0 0 0 0 0 0 0.111949083333469 0 0 0 0 0 -0.115295657700673 0 0 -0.264446322212839 0 0 -0.7 0
0 1 0 0.645816159624968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.473564072523349 0 0 0 0.827378991806486 0 0 0 0 0 0 0 0.49065566088552 0 0 0 0.217175997860384 0 0 0.880330219752931 0 0 -0.7 0
1 0 0 2.90444966070303 -0.954069962992889 1.51258272116148 0 0 0 0 0 0 0 0 -1.0391447113834 0 0 0 0 0 0 0 0 0 0 2.90444966070303 0 1.91634077918522 0 0 -0.655412065757574 0 0 -0.654188741201999 -0.403671318073349 0 0 0 0 2.52060967589964 0 0 0 2.58105118140842 0 0 0 0.905336003686134 0 0 0 0 -0.514261644373941 0 0 0.216077164538226 0 0 -0.7 0
0 0 0 -0.920503882731526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.314778651037307 0 0 0.145411945898363 0 0 -0.7 0
0 0 0 0.340905858046237 0 0 0.331409144502643 0 0 0 0 0 0.203638783355347 0 0 0.865534334947102 0 0 0 -0.507959454101492 0 0 0 -0.183164144617897 0 0 0.340905858046237 0 0 0.433720339608762 0 0 0 0 0 0.384717255852917 0 0 0 0 0 0 0.972560073025048 0 0.445882724737967 0 0 0 0 0 0 0 0.371321947256873 0 0 1.81311110579911 0 0 -0.7 0
0 0 1 0.404602873102068 0 0 0 0 -0.0620885627513522 0 0 0 0 0 0 0 0.780550612331964 0 0 0 0 0.306041293335078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00823952187802081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.480130852713219 0 0 2.26536850509423 0 0 -0.7 0
0 0 0 0.463078821350044 0 0 0 0.154424177975805 0 -0.0784043171968667 0 0 0 0 0 0 0 0 -0.225961680949033 0 0 0 0 0 0.463078821350044 0 0 0 -0.949065076800339 0 0 0.078268545538068 0 0 0 0 0 0 0 0 0 0.372859546201954 0 0 0 -0.750129121523997 0 0 0 0 0 0 0.794467690698218 0 0 0.569403257737537 0 0 -0.7 0
0 0 0 -1.09697594083702 0 0 0 0 0 0 -1.14145799511707 -1.00129738383583 0 -1.02796264261825 0 0 0 -0.34435080273346 0 0 -0.701580991476911 0 -1.07559416539669 0 0 0 0 0 0 0 0 0 -0.67270987311634 0 0 0 0 0 -0.181317283231354 0 0 0 0 0 0 0 -0.854484052611426 0 0 0 0 0 -1.36055313125663 0 0 1.98270763053478 0 0 -0.88 0
0 1 0 1.26921153648285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.517331781399594 0 0 0 -0.600029250505159 0 0 0 0 0 0 0 0.0231000855428349 0 0 0 -1.40589017519677 0 0 1.29018848786413 0 0 -0.88 0
1 0 0 -0.747164464710741 -0.930707286501697 -1.31936295482091 0 0 0 0 0 0 0 0 -0.779720716031925 0 0 0 0 0 0 0 0 0 0 -0.747164464710741 0 -0.14124154827474 0 0 -0.609376775729812 0 0 0.223397658228553 -0.578318774842655 0 0 0 0 -0.603358967938748 0 0 0 -0.982533123641313 0 0 0 -0.820784490913058 0 0 0 0 -1.37510292738299 0 0 0.201944120810253 0 0 -0.88 0
0 0 0 -1.39875360233104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.04621629327163 0 0 -0.193781103572976 0 0 -0.88 0
0 0 0 0.169193252666932 0 0 -0.102320477499314 0 0 0 0 0 0.88702345796577 0 0 1.37692761313995 0 0 0 0.635216133985781 0 0 0 0.15852620040437 0 0 0.169193252666932 0 0 0.818292984037691 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0.054494316838825 0 0.194556372054286 0 0 0 0 0 0 0 -0.737924394478652 0 0 0.950995438392794 0 0 -0.88 0
0 0 1 1.01024662281325 0 0 0 0 0.676818748155799 0 0 0 0 0 0 0 1.18906885788543 0 0 0 0 0.888591427444947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.308055145468716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111389562000047 0 0 1.81311110579911 0 0 -0.88 0
0 0 0 -0.600974594090801 0 0 0 -0.526439291800235 0 -0.506432530748896 0 0 0 0 0 0 0 0 -0.637027665659732 0 0 0 0 0 -0.600974594090801 0 0 0 -0.508622314536699 0 0 -0.590068469924086 0 0 0 0 0 0 0 0 0 0.403360492810206 0 0 0 0.519755129039171 0 0 0 0 0 0 -0.305711242249278 0 0 0.668334563833344 0 0 -0.88 0
0 0 0 0.263634069289983 0 0 0 0 0 0 0.924128978069464 0.742014517632257 0 1.21814223667482 0 0 0 0.622373588675157 0 0 0.111857915298455 0 0.562611770835462 0 0 0 0 0 0 0 0 0 -0.319626166834447 0 0 0 0 0 0.50196848178637 0 0 0 0 0 0 0 0.622817899018533 0 0 0 0 0 0.0479177004838452 0 0 1.82724414952709 0 0 -0.88 0
0 1 0 0.338817431323095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0685284331900995 0 0 0 0.0435773817622971 0 0 0 0 0 0 0 0.309959851533538 0 0 0 0.537557775037402 0 0 1.94030849935087 0 0 -0.88 0
1 0 0 -0.166581835677267 -0.180811180303999 -0.296089318097365 0 0 0 0 0 0 0 0 -0.98397983880866 0 0 0 0 0 0 0 0 0 0 -0.166581835677267 0 -0.503595408893582 0 0 0.0717236598616613 0 0 0.703427116689283 0.589318782242541 0 0 0 0 0.272148609755536 0 0 0 0.254822537834289 0 0 0 0.311458758418895 0 0 0 0 0.718905950797978 0 0 -0.73083676523593 0 0 -0.88 0
0 0 0 -0.505951178187841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.531512835845382 0 0 1.09232587567252 0 0 -0.88 0
0 0 0 0.275120416267264 0 0 -1.05072799207385 0 0 0 0 0 -0.978865061574295 0 0 -0.905705357452612 0 0 0 0.483371179211381 0 0 0 0.716086997338822 0 0 0.275120416267264 0 0 -0.449027522179674 0 0 0 0 0 1.07156661072726 0 0 0 0 0 0 0.350859927265364 0 -0.0946985459227366 0 0 0 0 0 0 0 -1.5388788374212 0 0 0.979261525848739 0 0 -0.88 0
0 0 1 -1.07400324688246 0 0 0 0 -0.785333249861219 0 0 0 0 0 0 0 0.306430896689616 0 0 0 0 2.61374497500202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27236041640244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129524379576104 0 0 -0.490575021860398 0 0 -0.88 0
0 0 0 0.0725430241224909 0 0 0 0.60403361403901 0 0.408390065019068 0 0 0 0 0 0 0 0 0.867321993426651 0 0 0 0 0 0.0725430241224909 0 0 0 -0.455545702593724 0 0 1.20484876398724 0 0 0 0 0 0 0 0 0 0.204779861701163 0 0 0 0.330324310596662 0 0 0 0 0 0 0.129524379576104 0 0 0.103012814714446 0 0 -0.88 0
0 0 0 -1.52405920571956 0 0 0 0 0 0 -1.00901483887454 -1.01812162553199 0 -0.924342138727862 0 0 0 -1.54273715649177 0 0 -1.71393945624101 0 -1.46553492606819 0 0 0 0 0 0 0 0 0 -0.465261936628971 0 0 0 0 0 -0.586779749884003 0 0 0 0 0 0 0 -0.505858985655157 0 0 0 0 0 -0.659340184982403 0 0 0.0323475960745836 0 0 -0.88 0
0 1 0 -1.61594998153781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.530087645792992 0 0 0 -0.810217663500459 0 0 0 0 0 0 0 -0.856654883272977 0 0 0 -0.819531073570911 0 0 -0.108982841205141 0 0 -0.88 0
1 0 0 0.169193252666932 -0.417194291353936 -1.43009797763267 0 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0 0 0 0 0 0 0.169193252666932 0 -1.47509548925545 0 0 -0.630371964190025 0 0 -1.08231399411555 -1.3690554432095 0 0 0 0 -1.04274293094608 0 0 0 -0.945001419270323 0 0 0 -0.0134837728126434 0 0 0 0 -0.399407799725577 0 0 -0.0807167537491962 0 0 -0.88 0
0 0 0 -1.4039746691389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.795351316802835 0 0 0.442205864185785 0 0 -0.88 0
0 0 0 -0.694953796632191 0 0 1.36698667264972 0 0 0 0 0 -0.672022939211115 0 0 -0.0677956713173938 0 0 0 -1.22379995518081 0 0 0 -0.615168485886612 0 0 -0.694953796632191 0 0 -0.396882078867277 0 0 0 0 0 0.104976707364872 0 0 0 0 0 0 -0.151107779149161 0 -0.4843025828373 0 0 0 0 0 0 0 -0.780238968822786 0 0 -0.377510672036618 0 0 -0.88 0
0 0 1 0.381630179147506 0 0 0 0 1.32175031627925 0 0 0 0 0 0 0 0.998228217626879 0 0 0 0 0.570083325665364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.383003781531416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.16409260751601 0 0 -0.363377628308646 0 0 -0.88 0
0 0 0 0.783652323352339 0 0 0 -0.0943351411575247 0 0.490838122547533 0 0 0 0 0 0 0 0 -0.0231402056432267 0 0 0 0 0 0.783652323352339 0 0 0 0.394611257124464 0 0 -0.37496438164234 0 0 0 0 0 0 0 0 0 0.534384771963526 0 0 0 0.635997942320809 0 0 0 0 0 0 0.180906362708268 0 0 0.979261525848739 0 0 -0.88 0
0 0 0 0.652081439794394 0 0 0 0 0 0 0.426809311913726 0.678723322680061 0 0.748495348538535 0 0 0 0.464022373904484 0 0 0.324986013143529 0 1.05373249564621 0 0 0 0 0 0 0 0 0 0.0926801253863085 0 0 0 0 0 1.50636387180582 0 0 0 0 0 0 0 0.502853661745665 0 0 0 1 0 0 0.371321947256873 0 0 -0.50470806558837 0 0 -0.88
0 1 0 0.157124306409742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.35441679779877 0 0 0 0.672616500257801 0 0 0 0 0 0 0 0.306031681765017 0 1 0 0 -0.414520147705624 0 0 1.53045023123967 0 0 -0.88
1 0 0 0.0255534228517962 -0.364964042058107 -0.30224126380913 0 0 0 0 0 0 0 0 -0.00815797123659526 0 0 0 0 0 0 0 0 0 0 0.0255534228517962 0 0.245595681304834 0 0 -0.552951191326305 0 0 -0.683912624638996 0.341943859827295 0 0 0 0 -0.23049998448999 0 0 0 0.139279315012421 0 0 0 0.247419253903132 0 0 1 0 0 0.126501909980095 0 0 1.51631718751169 0 0 -0.88
0 0 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -2.31565352359567 0 0 0.371540645545923 0 0 -0.88
0 0 0 0.169193252666932 0 0 -0.102320477499314 0 0 0 0 0 -0.10562043642878 0 0 -0.119245874324104 0 0 0 -0.0203658559504979 0 0 0 0.15852620040437 0 0 0.169193252666932 0 0 0.207965890468526 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0.054494316838825 0 0.0357097413919385 0 0 0 0 0 1 0 0 -0.632137958618316 0 0 0.0182145523466108 0 0 -0.88
0 0 1 0.169193252666932 0 0 0 0 -0.0814521893207704 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0.126727070870692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -0.822553543166921 0 0 -1.08416285843524 0 0 -0.88
0 0 0 0.169193252666932 0 0 0 -0.0814521893207704 0 -0.0942071700161139 0 0 0 0 0 0 0 0 -0.0203658559504979 0 0 0 0 0 0.169193252666932 0 0 0 0.207965890468526 0 0 -0.255494846788854 0 0 0 0 0 0 0 0 0 0.054494316838825 0 0 0 -0.0134837728126434 0 0 0 0 1 0 0 -0.251306789521105 0 0 1.37498675023197 0 0 -0.88
0 0 0 0.169193252666932 0 0 0 0 0 0 -0.0942071700161139 -0.10562043642878 0 -0.119245874324104 0 0 0 -0.237260484811884 0 0 0.126727070870692 0 0.15852620040437 0 0 0 0 0 0 0 0 0 -0.255494846788854 0 0 0 0 0 0.06363867018585 0 0 0 0 0 0 0 -0.0134837728126434 0 0 0 1 0 0 -1.11875556357586 0 0 0.103012814714446 0 0 -0.88
0 1 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0.06363867018585 0 0 0 0 0 0 0 -0.0134837728126434 0 1 0 0 -0.36918310376548 0 0 1.27605544413616 0 0 -0.88
1 0 0 0.169193252666932 -0.417194291353936 -0.102320477499314 0 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0 0 0 0 0 0 0.169193252666932 0 0.199134014379128 0 0 -0.630371964190025 0 0 -0.255494846788854 -0.0176194442870201 0 0 0 0 0.06363867018585 0 0 0 0.0357097413919385 0 0 0 -0.0134837728126434 0 0 1 0 0 0.0781423964439416 0 0 1.7707119746152 0 0 -1.09
0 0 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.77633287312216 0 0 2.12403806781451 0 0 -1.09
0 0 0 0.169193252666932 0 0 -0.102320477499314 0 0 0 0 0 -0.10562043642878 0 0 -0.119245874324104 0 0 0 -0.0203658559504979 0 0 0 0.15852620040437 0 0 0.169193252666932 0 0 0.207965890468526 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0.054494316838825 0 0.0357097413919385 0 0 0 0 0 1 0 0 -0.0427563873964422 0 0 -0.434042846948508 0 0 -1.09
0 0 1 0.169193252666932 0 0 0 0 -0.0814521893207704 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0.126727070870692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1.9166875369224 0 0 0.541137170281592 0 0 -1.09
0 0 0 0.169193252666932 0 0 0 -0.0814521893207704 0 -0.0942071700161139 0 0 0 0 0 0 0 0 -0.0203658559504979 0 0 0 0 0 0.169193252666932 0 0 0 0.207965890468526 0 0 -0.255494846788854 0 0 0 0 0 0 0 0 0 0.054494316838825 0 0 0 -0.0134837728126434 0 0 0 0 1 0 0 -2.46375453380014 0 0 -1.25375938317091 0 0 -1.09
0 0 0 0.169193252666932 0 0 0 0 0 0 -0.0942071700161139 -0.10562043642878 0 -0.119245874324104 0 0 0 -0.237260484811884 0 0 0.126727070870692 0 0.15852620040437 0 0 0 0 0 0 0 0 0 -0.255494846788854 0 0 0 0 0 0.06363867018585 0 0 0 0 0 0 0 -0.0134837728126434 0 0 0 1 0 0 -1.01901406690754 0 0 -1.28202547062686 0 0 -1.09
0 1 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0.06363867018585 0 0 0 0 0 0 0 -0.0134837728126434 0 1 0 0 0.035827822099807 0 0 0.569403257737537 0 0 -1.09
1 0 0 0.169193252666932 -0.417194291353936 -0.102320477499314 0 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0 0 0 0 0 0 0.169193252666932 0 0.199134014379128 0 0 -0.630371964190025 0 0 -0.255494846788854 -0.0176194442870201 0 0 0 0 0.06363867018585 0 0 0 0.0357097413919385 0 0 0 -0.0134837728126434 0 0 1 0 0 -0.154587762448798 0 0 0.244343251994171 0 0 -1.09
0 0 0 0.169193252666932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -0.357093225381442 0 0 1.55871631869561 0 0 -1.09
0 0 0 0.169193252666932 0 0 -0.102320477499314 0 0 0 0 0 -0.10562043642878 0 0 -0.119245874324104 0 0 0 -0.0203658559504979 0 0 0 0.15852620040437 0 0 0.169193252666932 0 0 0.207965890468526 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0.054494316838825 0 0.0357097413919385 0 0 0 0 0 1 0 0 -0.432654965281682 0 0 1.23365631295224 0 0 -1.09
0 0 1 0.169193252666932 0 0 0 0 -0.0814521893207704 0 0 0 0 0 0 0 -0.119245874324104 0 0 0 0 0.126727070870692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -0.326868529421345 0 0 0.187811077082281 0 0 -1.09
0 0 0 0.169193252666932 0 0 0 -0.0814521893207704 0 -0.0942071700161139 0 0 0 0 0 0 0 0 -0.0203658559504979 0 0 0 0 0 0.169193252666932 0 0 0 0.207965890468526 0 0 -0.255494846788854 0 0 0 0 0 0 0 0 0 0.054494316838825 0 0 0 -0.0134837728126434 0 0 0 0 1 0 0 -0.889047874279132 0 0 -0.094849797477169 0 0 -1.09
0 0 0 -1.02179257880391 0 0 0 0 0 0 0.837295385566082 1.20748520455917 0 1.50962149581973 0 0 0 -0.237260484811884 0 0 0.126727070870692 0 0.15852620040437 0 0 0 0 0 0 0 0 0 -0.255494846788854 0 0 0 0 0 0.06363867018585 0 0 0 0 0 0 0 0.523218120808788 0 0 0 1 0 0 -0.212014684772981 0 0 0.922729350936849 0 0 -1.09
0 1 0 0.696982614341947 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0176194442870201 0 0 0 0.06363867018585 0 0 0 0 0 0 0 0.764903934461496 0 1 0 0 -0.13947541446875 0 0 0.922729350936849 0 0 -1.09
1 0 0 -0.495509044572131 -0.314573955508476 1.6489508511056 0 0 0 0 0 0 0 0 0.16255494524469 0 0 0 0 0 0 0 0 0 0 -0.495509044572131 0 -0.0051140168530676 0 0 -0.597692316574171 0 0 -0.058416282085088 0.524650992108847 0 0 0 0 0.172742670540266 0 0 0 0.173579437587117 0 0 0 0.414883333508516 0 0 1 0 0 0.830737325850333 0 0 0.258476295722143 0 0 -1.09
0 0 0 0.111178918500618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.277625389780576 0 0 1.21952326922427 0 0 -1.09
0 0 0 5.2205148966675 0 0 2.3307915008262 0 0 0 0 0 3.52682709552889 0 0 1.8585020412924 0 0 0 2.91939809652069 0 0 0 4.20963789396714 0 0 5.2205148966675 0 0 4.42843376479061 0 0 0 0 0 1.34553211613173 0 0 0 0 0 0 1.36089552941607 0 0.149370921323654 0 0 0 0 0 1 0 0 -1.14898025953596 0 0 0.145411945898363 0 0 -1.09
0 0 1 -1.1951319968247 0 0 0 0 -1.06081116253109 0 0 0 0 0 0 0 -0.894523288687462 0 0 0 0 -0.412674014398032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.377207659107942 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -0.988789370947449 0 0 1.41738588141589 0 0 -1.09
0 0 0 1.46447943509663 0 0 0 -0.195681530434067 0 -0.141556020835691 0 0 0 0 0 0 0 0 2.37709468661212 0 0 0 0 0 1.46447943509663 0 0 0 2.1833861964658 0 0 0.11919518049772 0 0 0 0 0 0 0 0 0 0.604212471007098 0 0 0 0.191339461813058 0 0 0 0 1 0 0 -2.34587821955576 0 0 -0.67430459032404 0 0 -1.09
0 0 0 -0.244897837795092 0 0 0 0 0 0 -0.603791407192083 -0.293878078230905 0 -0.100596406361833 0 0 0 0.971332747151271 0 0 2.52138946593582 0 -0.571968051759741 0 0 0 0 0 0 0 0 0 -0.388700418685194 0 0 0 0 0 0.228446068439681 0 0 0 0 0 0 0 0.74645187383831 0 0 0 1 0 0 -1.08248592842375 0 0 0.41393977672984 0 0 -1.09
0 1 0 3.02244577056055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.106669102346478 0 0 0 -0.256721509279503 0 0 0 0 0 0 0 -0.314050590773806 0 1 0 0 -1.2880138609524 0 0 0.442205864185785 0 0 -1.09
