"(Intercept)" "Tem"
1 2.58863843623622
1 1.77890063421257
1 0.5013860142868
1 0.678818600387601
1 0.907867938808635
1 0.772373963968023
1 1.60146804811177
1 1.83696948057283
1 1.43371360307101
1 1.78212668123258
1 1.46274802625114
1 0.665914412307543
1 2.11763557131409
1 2.5176654017959
1 1.82729133951278
1 0.8336688573483
1 0.120712465925082
1 -0.585791831458108
1 0.640106036147426
1 -0.505140655957744
1 -1.15680215400068
1 -0.960013285779797
1 -0.243830847336563
1 0.13361665400514
1 0.414282744746407
1 1.20466426464997
1 0.936902361988766
1 0.79818234012814
1 0.90464189178862
1 1.18208193550987
1 1.37564475671075
1 1.44661779115107
1 1.83696948057283
1 1.74341411699241
1 1.82083924547276
1 1.67889317659211
1 1.79180482229262
1 1.8079350573927
1 1.69179736467217
1 1.7853527282526
1 2.29829420443491
1 2.12731371237414
1 1.29499358121038
1 0.672366506347572
1 1.54985129579153
1 2.19506069979444
1 1.96601136137341
1 1.8530997156729
1 1.68857131765216
1 1.93697693819328
1 1.60792014215179
1 1.49500849645128
1 1.6982494587122
1 1.62082433023185
1 1.8530997156729
1 2.42411003821548
1 1.96601136137341
1 1.93375089117326
1 2.43378817927552
1 2.24022535807465
1 0.953032597088838
1 1.54662524877152
1 1.65953689447203
1 1.88536018587305
1 1.42403546201096
1 1.50146059049131
1 1.5433992017515
1 1.42080941499095
1 1.78212668123258
1 1.66276294149204
1 1.54662524877152
1 2.11118347727407
1 0.90464189178862
1 0.594941377867222
1 1.19176007656992
1 1.62082433023185
1 0.24652829970565
1 0.888511656688547
1 -0.147049436736126
1 0.0207050083046307
1 1.653084800432
1 -0.321255975816914
1 0.740113493767878
1 1.27563729909029
1 1.08852657192945
1 -0.669669053978486
1 0.946580503048809
1 0.57881114276715
1 0.188459453345388
1 1.30467172227043
1 1.0562661017293
1 1.53694710771147
1 1.31112381631045
1 0.775600010988038
1 0.265884581825737
1 1.3433842865106
1 -0.814841169879141
1 -0.476106232777613
1 1.12401308914961
1 0.853025139468387
1 0.849799092448373
1 -1.74716875866335
1 -1.19551471824086
1 1.86277785673294
1 -0.82129326391917
1 0.146520842085199
1 -0.905170486439549
1 -0.930978862599665
1 -0.250282941376592
1 1.13691727722967
1 1.11756099510958
1 1.00142330238906
1 1.22402054677006
1 1.21434240571002
1 1.1659517004098
1 1.42726150903098
1 1.88536018587305
1 1.87890809183302
1 -0.430941574497409
1 -1.58264036064261
1 0.53687253150696
1 -1.2051928593009
1 0.314275287125956
1 0.159425030165257
1 1.05949214874932
1 0.894963750728576
1 0.994971208349028
1 -0.0051033678554864
1 1.30144567525041
1 1.30467172227043
1 1.84664762163287
1 1.22402054677006
1 1.04658796066926
1 -0.0889805903758644
1 0.559454860647062
1 -0.740642088418806
1 1.62405037725187
1 1.19821217060995
1 0.575585095747135
1 -0.592243925498137
1 0.165877124205286
1 0.340083663286072
1 1.3659666156507
1 1.97568950243345
1 -0.727737900338748
1 -0.624504395698282
1 0.391700415606305
1 0.39492646262632
1 -0.182535953956288
1 -0.469654138737583
1 1.40467917989088
1 0.917546079868678
1 1.60792014215179
1 0.585263236807179
1 0.311049240105941
1 1.24015078187013
1 0.630427895087383
1 1.8305173865328
1 -0.266413176476666
1 -0.953561191739767
1 -0.982595614919898
1 -1.40520777454181
1 0.0174789612846156
