"(Intercept)" "Tem"
1 0.336857616266058
1 0.775600010988038
1 1.13691727722967
1 1.41113127393091
1 1.39500103883083
1 1.17240379444983
1 1.04981400768928
1 1.26273311101024
1 1.19821217060995
1 1.11110890106955
1 1.17562984146984
1 1.13369123020965
1 1.18208193550987
1 1.34661033353061
1 1.59178990705172
1 1.33048009843054
1 1.22724659379008
1 1.39822708585085
1 1.35306242757064
1 1.09497866596948
1 1.41113127393091
1 1.63695456533193
1 1.14014332424968
1 0.485255779186727
1 0.427186932826465
1 1.1885340295499
1 1.02723167854917
1 1.43048755605099
1 1.32725405141053
1 1.3659666156507
1 1.39177499181082
1 1.51113873155136
1 1.32725405141053
1 1.24337682889015
1 1.45629593221111
1 1.32402800439051
1 1.22724659379008
1 1.4530698851911
1 1.91116856203316
1 1.24015078187013
1 0.817538622248227
1 1.06594424278935
1 0.817538622248227
1 1.26273311101024
1 1.28208939313032
1 1.43048755605099
1 1.62082433023185
1 1.67889317659211
1 1.82406529249277
1 1.25305496995019
1 1.17885588848986
1 1.48533035539124
1 1.59501595407174
1 2.01440206667363
1 2.46604864947567
1 1.99181973753353
1 0.407830650706378
1 0.53687253150696
1 -0.405133198337292
1 0.223945970565548
1 -0.834197451999229
1 0.404604603686363
1 0.194911547385417
1 0.233624111625592
1 -0.00187732083547134
1 0.917546079868678
1 1.6982494587122
1 1.55630338983156
1 1.50146059049131
1 1.63695456533193
1 1.66921503553207
1 1.97891554945347
1 1.73696202295238
1 1.38532289777079
1 1.82729133951278
1 0.488481826206742
1 0.152972936125228
1 0.817538622248227
1 1.06917028980936
1 1.38532289777079
1 1.67889317659211
1 1.53694710771147
1 0.846573045428358
1 1.15949960636977
1 -0.769676511598937
1 0.885285609668533
1 1.06271819576933
1 1.22724659379008
1 1.63372851831191
1 0.462673450046625
1 0.298145052025883
1 0.304597146065912
1 0.365892039446189
1 0.727209305687819
1 1.18208193550987
1 0.811086528208198
1 -0.472880185757598
1 0.0465133844647466
1 -0.279317364556723
1 -0.198666189056359
1 -0.421263433437365
1 -1.82136784012368
1 -0.182535953956288
1 0.0723217606248637
1 0.607845565947281
1 -0.272865270516694
1 0.301371099045897
1 0.39492646262632
1 0.488481826206742
1 0.653010224227484
1 0.788504199068096
1 0.872381421588475
1 1.19821217060995
1 0.962710738148882
1 0.582037189787164
1 0.469125544086655
1 1.38532289777079
1 0.436865073886509
1 -0.401907151317278
1 -1.46005057388205
1 -0.379324822177176
1 0.00780082022457157
1 0.0626436195648197
1 0.311049240105941
1 0.801408387148154
1 1.0111014434491
1 0.601393471907252
1 0.562680907667077
1 0.785278152048081
1 -2.40850839776633
1 -2.55368051366699
1 -0.230926659256505
1 -0.892266298359491
1 -0.330934116876957
1 -0.0631722142157484
1 0.0949040897649657
1 0.320727381165985
1 0.152972936125228
1 0.201363641425446
1 0.0949040897649657
1 -0.301899693696826
1 -1.8020115580036
1 -0.947109097699738
1 0.120712465925082
1 0.0949040897649657
1 0.204589688445461
1 -0.695477430138603
1 -0.747094182458836
1 -1.14067191890061
1 -0.321255975816914
1 1.04336191364925
1 -1.20196681228089
1 -2.6440098302274
1 -2.70853077062769
1 -0.537401126157889
1 -0.559983455297991
1 -1.84072412224377
1 -1.03743841426015
1 -0.895492345379505
1 -1.17938448314079
1 -0.653538818878413
1 -0.708381618218661
1 -2.32140512822594
1 -1.42779010368191
1 -1.26971379970119
1 -0.843875593059272
1 -0.363194587077103
1 0.0626436195648197
1 0.214267829505504
1 -0.24060480031655
1 1.09497866596948
1 0.972388879208926
1 -0.272865270516694
1 -2.42786467988642
1 -1.67619572422303
1 -0.64386067781837
1 0.936902361988766
1 -1.12776773082055
1 -0.892266298359491
1 -0.669669053978486
1 -0.769676511598937
1 -0.569661596358035
